Corpus,Data Split,Shard ID,base-0-0,base-0-1,base-0-2,base-0-3,base-0-4,base-0-5,base-0-6,base-0-7,base-0-8,base-0-9,base-0-10,base-0-11,base-0-12,base-0-13,base-0-14,base-0-15,base-0-16,base-0-17,base-0-18,base-0-19,base-0-20,base-0-21,base-0-22,base-0-23,base-0-24,base-0-25,base-0-26,base-0-27,base-0-28,base-0-29,base-0-30,base-0-31,base-0-32,base-0-33,base-0-34,base-0-35,base-0-36,base-0-37,base-0-38,base-0-39,base-0-40,base-0-41,base-0-42,base-0-43,base-0-44,base-0-45,base-0-46,base-0-47,base-0-48,base-0-49,base-25-0,base-25-1,base-25-2,base-25-3,base-25-4,base-25-5,base-25-6,base-25-7,base-25-8,base-25-9,base-25-10,base-25-11,base-25-12,base-25-13,base-25-14,base-25-15,base-25-16,base-25-17,base-25-18,base-25-19,base-25-20,base-25-21,base-25-22,base-25-23,base-25-24,base-25-25,base-25-26,base-25-27,base-25-28,base-25-29,base-25-30,base-25-31,base-25-32,base-25-33,base-25-34,base-25-35,base-25-36,base-25-37,base-25-38,base-25-39,base-25-40,base-25-41,base-25-42,base-25-43,base-25-44,base-25-45,base-25-46,base-25-47,base-25-48,base-25-49,small-0-0,small-0-1,small-0-2,small-0-3,small-0-4,small-0-5,small-0-6,small-0-7,small-0-8,small-0-9,small-25-0,small-25-1,small-25-2,small-25-3,small-25-4,small-25-5,small-25-6,small-25-7,small-25-8,small-25-9,small-50-0,small-50-1,small-50-2,small-50-3,small-50-4,small-50-5,small-50-6,small-50-7,small-50-8,small-50-9,small-75-0,small-75-1,small-75-2,small-75-3,small-75-4,small-75-5,small-75-6,small-75-7,small-75-8,small-75-9,small-100-0,small-100-1,small-100-2,small-100-3,small-100-4,small-100-5,small-100-6,small-100-7,small-100-8,small-100-9
smash,train,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False
smash,train,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True
smash,train,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,False
smash,train,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,True
smash,train,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,False
smash,train,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True
smash,train,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False
smash,train,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False
smash,train,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True
smash,train,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True
smash,train,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True
smash,train,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False,False
smash,train,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,False
smash,train,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True
smash,train,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False,True,True
smash,train,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,False,True,False,True,True
smash,train,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,False,True,False,True,False
smash,train,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True
smash,train,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False
smash,train,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,False
smash,train,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True
smash,train,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True,True
smash,train,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True
smash,train,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True
smash,train,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False
smash,train,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True
smash,train,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True
smash,train,37,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True
smash,train,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False
