Tag,Tag Type,Doc Count,Expected-Loss-Per-Word (Wiki),Expected-Loss-Per-Word (Full)
noun.substance,sst,3960,0.3314660941330502,0.3360978578493026
noun.time,sst,17284,-0.12245987300280849,-0.12487711335700094
noun.Tops,sst,683,0.26332443604384786,0.21494033205947802
verb.body,sst,880,0.08873366463195459,0.04370964836767701
verb.change,sst,10691,0.08358809004497875,0.0709239549452366
verb.cognition,sst,6313,0.11277867662350735,0.11622929365634004
verb.communication,sst,13746,0.0857050445425869,0.07328145443725506
verb.competition,sst,4410,-0.22606369049179675,-0.23486693882630746
verb.consumption,sst,2266,0.17706980167108188,0.16464526213739106
verb.contact,sst,3747,0.22910764803242453,0.18590737561546722
verb.creation,sst,8862,0.10725933594895956,0.11782587712937598
verb.emotion,sst,911,0.34011383899097686,0.24282092088611013
verb.motion,sst,5498,0.10430909414027434,0.05736844724432192
verb.perception,sst,2654,0.15173906401331744,0.1132431391641102
verb.possession,sst,8956,0.005333941152524416,-0.0052784057024097145
verb.social,sst,14539,-0.04046934102453154,-0.04414549842393417
verb.stative,sst,30091,-0.12341792232383654,-0.13412070453838637
verb.weather,sst,18,0.1523119311405169,0.16338787307818925
Aspect=Perf,mor,31414,-0.003951751134508837,-0.0013901049089471431
Aspect=Prog,mor,16153,0.12732907385961154,0.13202878188596825
Case=Acc,mor,3683,0.11566325075503035,0.02642548685811793
Case=Nom,mor,15184,-0.15602561601055295,-0.19207938579623232
ConjType=Cmp,mor,33845,-0.06625072973339721,-0.07423227488581752
Definite=Def,mor,56805,-0.17561699309313683,-0.18528877401224117
Definite=Ind,mor,26725,-0.16111270328223767,-0.17345241639758693
Degree=Cmp,mor,3042,0.09968202558284354,0.08966178313150348
Degree=Pos,mor,51835,0.09094811582814111,0.0949517596069574
Degree=Sup,mor,2598,-0.04674541440354375,-0.04184794856035336
Foreign=Yes,mor,952,-0.002458248337532578,0.052387349993032996
Gender=Fem,mor,3734,0.004815350954022694,-0.06595574079847424
Gender=Masc,mor,12855,-0.15198964727236033,-0.18980547582529403
Gender=Neut,mor,8332,-0.1487277353758607,-0.16413747838653936
Hyph=Yes,mor,4,1.0125575172199963,0.6307903100128708
Mood=Ind,mor,34635,-0.18200316855998816,-0.20119878052749968
NumType=Card,mor,39728,-0.101166693333956,-0.10128094902527741
NumType=Mult,mor,207,0.019313739996592708,0.05665515458566405
NumType=Ord,mor,117,0.23231847952009776,0.25678087470690636
Number=Plur,mor,49217,0.07673949933159976,0.0793596139357581
Number=Sing,mor,98131,0.028570591669311293,0.040845113579341286
Person=1,mor,1429,0.153492106700528,0.09301842998594166
Person=2,mor,389,0.2304053213018006,0.12209942977500401
Person=3,mor,51817,-0.12713128170238389,-0.15370015567714979
Polarity=Neg,mor,2754,0.05194726011033423,0.014017773092710989
Poss=Yes,mor,12184,-0.07545642292215758,-0.10644445375674647
PronType=Art,mor,68187,-0.17786465066863802,-0.1894898537572233
PronType=Dem,mor,6568,0.025422524699498468,0.00354885687078829
PronType=Ind,mor,384,0.20050685033261384,0.16015154930555345
PronType=Prs,mor,28618,-0.10965678618893114,-0.14614301540228344
PronType=Rel,mor,2191,0.025786305735270902,0.007946477966405572
PunctSide=Fin,mor,19591,-0.09998202610209458,-0.0997826680172094
PunctSide=Ini,mor,19913,-0.09532859214378044,-0.09595325780685535
PunctType=Brck,mor,15199,-0.15363384011419906,-0.1461014523669404
PunctType=Comm,mor,49228,-0.13061800869218224,-0.1366338996588879
PunctType=Dash,mor,9337,-0.12676924691770455,-0.1145798433794647
PunctType=Peri,mor,42666,-0.22028442352261032,-0.23688974290120643
PunctType=Quot,mor,20207,-0.018941139272923294,-0.026397312712200978
Reflex=Yes,mor,599,0.2138876133886374,0.16184496655910433
Tense=Past,mor,58341,-0.06318296413161399,-0.07017902401948269
Tense=Pres,mor,39475,0.011255940930733652,-0.002562905987067372
VerbForm=Fin,mor,61472,-0.08233002453052433,-0.10101200339379768
VerbForm=Ger,mor,826,-0.02732839304209125,-0.06942165322664952
VerbForm=Inf,mor,16501,0.0860688376678424,0.05708130508983178
VerbForm=Part,mor,43393,0.03676900835444577,0.035776089745996185
VerbType=Mod,mor,128,0.04035797916144253,-0.09403840755247711
